"disease_id","id","name"
"S00","S00.9","Superficial injury of head, part unspecified"
"S01","S01.0","Open wound of scalp"
"S01","S01.1","Open wound of eyelid and periocular area"
"S01","S01.2","Open wound of nose"
"S01","S01.3","Open wound of ear"
"S01","S01.4","Open wound of cheek and temporomandibular area"
"S01","S01.5","Open wound of lip and oral cavity"
"S01","S01.7","Multiple open wounds of head"
"S01","S01.8","Open wound of other parts of head"
"S01","S01.9","Open wound of head, part unspecified"
"S02","S02.0","Fracture of vault of skull"
"S02","S02.1","Fracture of base of skull"
"S02","S02.2","Fracture of nasal bones"
"S02","S02.3","Fracture of orbital floor"
"S02","S02.4","Fracture of malar and maxillary bones"
"S02","S02.5","Fracture of tooth"
"S02","S02.6","Fracture of mandible"
"S02","S02.7","Multiple fractures involving skull and facial bones"
"S02","S02.8","Fractures of other skull and facial bones"
"S02","S02.9","Fracture of skull and facial bones, part unspecified"
"S03","S03.0","Dislocation of jaw"
"S03","S03.1","Dislocation of septal cartilage of nose"
"S03","S03.2","Dislocation of tooth"
"S03","S03.3","Dislocation of other and unspecified parts of head"
"S03","S03.4","Sprain and strain of jaw"
"S03","S03.5","Sprain and strain of joints and ligaments of other and unspecified parts of head"
"S04","S04.0","Injury of optic nerve and pathways"
"S04","S04.1","Injury of oculomotor nerve"
"S04","S04.2","Injury of trochlear nerve"
"S04","S04.3","Injury of trigeminal nerve"
"S04","S04.4","Injury of abducent nerve"
"S04","S04.5","Injury of facial nerve"
"S04","S04.6","Injury of acoustic nerve"
"S04","S04.7","Injury of accessory nerve"
"S04","S04.8","Injury of other cranial nerves"
"S04","S04.9","Injury of unspecified cranial nerve"
"S05","S05.0","Injury of conjunctiva and corneal abrasion without mention of foreign body"
"S05","S05.1","Contusion of eyeball and orbital tissues"
"S05","S05.2","Ocular laceration and rupture with prolapse or loss of intraocular tissue"
"S05","S05.3","Ocular laceration without prolapse or loss of intraocular tissue"
"S05","S05.4","Penetrating wound of orbit with or without foreign body"
"S05","S05.5","Penetrating wound of eyeball with foreign body"
"S05","S05.6","Penetrating wound of eyeball without foreign body"
"S05","S05.7","Avulsion of eye"
"S05","S05.8","Other injuries of eye and orbit"
"S05","S05.9","Injury of eye and orbit, unspecified"
"S06","S06.0","Concussion"
"S06","S06.1","Traumatic cerebral oedema"
"S06","S06.2","Diffuse brain injury"
"S06","S06.3","Focal brain injury"
"S06","S06.4","Epidural haemorrhage"
"S06","S06.5","Traumatic subdural haemorrhage"
"S06","S06.6","Traumatic subarachnoid haemorrhage"
"S06","S06.7","Intracranial injury with prolonged coma"
"S06","S06.8","Other intracranial injuries"
"S06","S06.9","Intracranial injury, unspecified"
"S07","S07.0","Crushing injury of face"
"S07","S07.1","Crushing injury of skull"
"S07","S07.8","Crushing injury of other parts of head"
"S07","S07.9","Crushing injury of head, part unspecified"
"S08","S08.0","Avulsion of scalp"
"S08","S08.1","Traumatic amputation of ear"
"S08","S08.8","Traumatic amputation of other parts of head"
"S08","S08.9","Traumatic amputation of unspecified part of head"
"S09","S09.0","Injury of blood vessels of head, not elsewhere classified"
"S09","S09.1","Injury of muscle and tendon of head"
"S09","S09.2","Traumatic rupture of ear drum"
"S09","S09.7","Multiple injuries of head"
"S09","S09.8","Other specified injuries of head"
"S09","S09.9","Unspecified injury of head"
"S10","S10.0","Contusion of throat"
"S10","S10.1","Other and unspecified superficial injuries of throat"
"S10","S10.7","Multiple superficial injuries of neck"
"S10","S10.8","Superficial injury of other parts of neck"
"S10","S10.9","Superficial injury of neck, part unspecified"
"S11","S11.0","Open wound involving larynx and trachea"
"S11","S11.1","Open wound involving thyroid gland"
"S11","S11.2","Open wound involving pharynx and cervical oesophagus"
"S11","S11.7","Multiple open wounds of neck"
"S11","S11.8","Open wound of other parts of neck"
"S11","S11.9","Open wound of neck, part unspecified"
"S12","S12.0","Fracture of first cervical vertebra"
"S12","S12.1","Fracture of second cervical vertebra"
"S12","S12.2","Fracture of other specified cervical vertebra"
"S12","S12.7","Multiple fractures of cervical spine"
"S12","S12.8","Fracture of other parts of neck"
"S12","S12.9","Fracture of neck, part unspecified"
"S13","S13.0","Traumatic rupture of cervical intervertebral disc"
"S13","S13.1","Dislocation of cervical vertebra"
"S13","S13.2","Dislocation of other and unspecified parts of neck"
"S13","S13.3","Multiple dislocations of neck"
"S13","S13.4","Sprain and strain of cervical spine"
"S13","S13.5","Sprain and strain of thyroid region"
"S13","S13.6","Sprain and strain of joints and ligaments of other and unspecified parts of neck"
"S14","S14.0","Concussion and oedema of cervical spinal cord"
"S14","S14.1","Other and unspecified injuries of cervical spinal cord"
"S14","S14.2","Injury of nerve root of cervical spine"
"S14","S14.3","Injury of brachial plexus"
"S14","S14.4","Injury of peripheral nerves of neck"
"S14","S14.5","Injury of cervical sympathetic nerves"
"S14","S14.6","Injury of other and unspecified nerves of neck"
"S15","S15.0","Injury of carotid artery"
"S15","S15.1","Injury of vertebral artery"
"S15","S15.2","Injury of external jugular vein"
"S15","S15.3","Injury of internal jugular vein"
"S15","S15.7","Injury of multiple blood vessels at neck level"
"S15","S15.8","Injury of other blood vessels at neck level"
"S15","S15.9","Injury of unspecified blood vessel at neck level"
"S17","S17.0","Crushing injury of larynx and trachea"
"S17","S17.8","Crushing injury of other parts of neck"
"S17","S17.9","Crushing injury of neck, part unspecified"
"S19","S19.7","Multiple injuries of neck"
"S19","S19.8","Other specified injuries of neck"
"S19","S19.9","Unspecified injury of neck"
"S20","S20.0","Contusion of breast"
"S20","S20.1","Other and unspecified superficial injuries of breast"
"S20","S20.2","Contusion of thorax"
"S20","S20.3","Other superficial injuries of front wall of thorax"
"S20","S20.4","Other superficial injuries of back wall of thorax"
"S20","S20.7","Multiple superficial injuries of thorax"
"S20","S20.8","Superficial injury of other and unspecified parts of thorax"
"S21","S21.0","Open wound of breast"
"S21","S21.1","Open wound of front wall of thorax"
"S21","S21.2","Open wound of back wall of thorax"
"S21","S21.7","Multiple open wounds of thoracic wall"
"S21","S21.8","Open wound of other parts of thorax"
"S21","S21.9","Open wound of thorax, part unspecified"
"S22","S22.0","Fracture of thoracic vertebra"
"S22","S22.1","Multiple fractures of thoracic spine"
"S22","S22.2","Fracture of sternum"
"S22","S22.3","Fracture of rib"
"S22","S22.4","Multiple fractures of ribs"
"S22","S22.5","Flail chest"
"S22","S22.8","Fracture of other parts of bony thorax"
"S22","S22.9","Fracture of bony thorax, part unspecified"
"S23","S23.0","Traumatic rupture of thoracic intervertebral disc"
"S23","S23.1","Dislocation of thoracic vertebra"
"S23","S23.2","Dislocation of other and unspecified parts of thorax"
"S23","S23.3","Sprain and strain of thoracic spine"
"S23","S23.4","Sprain and strain of ribs and sternum"
"S23","S23.5","Sprain and strain of other and unspecified parts of thorax"
"S24","S24.0","Concussion and oedema of thoracic spinal cord"
"S24","S24.1","Other and unspecified injuries of thoracic spinal cord"
"S24","S24.2","Injury of nerve root of thoracic spine"
"S24","S24.3","Injury of peripheral nerves of thorax"
"S24","S24.4","Injury of thoracic sympathetic nerves"
"S24","S24.5","Injury of other nerves of thorax"
"S24","S24.6","Injury of unspecified nerve of thorax"
"S25","S25.0","Injury of thoracic aorta"
"S25","S25.1","Injury of innominate or subclavian artery"
"S25","S25.2","Injury of superior vena cava"
"S25","S25.3","Injury of innominate or subclavian vein"
"S25","S25.4","Injury of pulmonary blood vessels"
"S25","S25.5","Injury of intercostal blood vessels"
"S25","S25.7","Injury of multiple blood vessels of thorax"
"S25","S25.8","Injury of other blood vessels of thorax"
"S25","S25.9","Injury of unspecified blood vessel of thorax"
"S26","S26.0","Injury of heart with haemopericardium"
"S26","S26.8","Other injuries of heart"
"S26","S26.9","Injury of heart, unspecified"
"S27","S27.0","Traumatic pneumothorax"
"S27","S27.1","Traumatic haemothorax"
"S27","S27.2","Traumatic haemopneumothorax"
"S27","S27.3","Other injuries of lung"
"S27","S27.4","Injury of bronchus"
"S27","S27.5","Injury of thoracic trachea"
"S27","S27.6","Injury of pleura"
"S27","S27.7","Multiple injuries of intrathoracic organs"
"S27","S27.8","Injury of other specified intrathoracic organs"
"S27","S27.9","Injury of unspecified intrathoracic organ"
"S28","S28.0","Crushed chest"
"S28","S28.1","Traumatic amputation of part of thorax"
"S29","S29.0","Injury of muscle and tendon at thorax level"
"S29","S29.7","Multiple injuries of thorax"
"S29","S29.8","Other specified injuries of thorax"
"S29","S29.9","Unspecified injury of thorax"
"S30","S30.0","Contusion of lower back and pelvis"
"S30","S30.1","Contusion of abdominal wall"
"S30","S30.2","Contusion of external genital organs"
"S30","S30.7","Multiple superficial injuries of abdomen, lower back and pelvis"
"S30","S30.8","Other superficial injuries of abdomen, lower back and pelvis"
"S30","S30.9","Superficial injury of abdomen, lower back and pelvis, part unspecified"
"S31","S31.0","Open wound of lower back and pelvis"
"S31","S31.1","Open wound of abdominal wall"
"S31","S31.2","Open wound of penis"
"S31","S31.3","Open wound of scrotum and testes"
"S31","S31.4","Open wound of vagina and vulva"
"S31","S31.5","Open wound of other and unspecified external genital organs"
"S31","S31.7","Multiple open wounds of abdomen, lower back and pelvis"
"S31","S31.8","Open wound of other and unspecified parts of abdomen"
"S32","S32.0","Fracture of lumbar vertebra"
"S32","S32.1","Fracture of sacrum"
"S32","S32.2","Fracture of coccyx"
"S32","S32.3","Fracture of ilium"
"S32","S32.4","Fracture of acetabulum"
"S32","S32.5","Fracture of pubis"
"S32","S32.7","Multiple fractures of lumbar spine and pelvis"
"S32","S32.8","Fracture of other and unspecified parts of lumbar spine and pelvis"
"S33","S33.0","Traumatic rupture of lumbar intervertebral disc"
"S33","S33.1","Dislocation of lumbar vertebra"
"S33","S33.2","Dislocation of sacroiliac and sacrococcygeal joint"
"S33","S33.3","Dislocation of other and unspecified parts of lumbar spine and pelvis"
"S33","S33.4","Traumatic rupture of symphysis pubis"
"S33","S33.5","Sprain and strain of lumbar spine"
"S33","S33.6","Sprain and strain of sacroiliac joint"
"S33","S33.7","Sprain and strain of other and unspecified parts of lumbar spine and pelvis"
"S34","S34.0","Concussion and oedema of lumbar spinal cord"
"S34","S34.1","Other injury of lumbar spinal cord"
"S34","S34.2","Injury of nerve root of lumbar and sacral spine"
"S34","S34.3","Injury of cauda equina"
"S34","S34.4","Injury of lumbosacral plexus"
"S34","S34.5","Injury of lumbar, sacral and pelvic sympathetic nerves"
"S34","S34.6","Injury of peripheral nerve(s) of abdomen, lower back and pelvis"
"S34","S34.8","Injury of other and unspecified nerves at abdomen, lower back and pelvis level"
"S35","S35.0","Injury of abdominal aorta"
"S35","S35.1","Injury of inferior vena cava"
"S35","S35.2","Injury of coeliac or mesenteric artery"
"S35","S35.3","Injury of portal or splenic vein"
"S35","S35.4","Injury of renal blood vessels"
"S35","S35.5","Injury of iliac blood vessels"
"S35","S35.7","Injury of multiple blood vessels at abdomen, lower back and pelvis level"
"S35","S35.8","Injury of other blood vessels at abdomen, lower back and pelvis level"
"S35","S35.9","Injury of unspecified blood vessel at abdomen, lower back and pelvis level"
"S36","S36.0","Injury of spleen"
"S36","S36.1","Injury of liver or gallbladder"
"S36","S36.2","Injury of pancreas"
"S36","S36.3","Injury of stomach"
"S36","S36.4","Injury of small intestine"
"S36","S36.5","Injury of colon"
"S36","S36.6","Injury of rectum"
"S36","S36.7","Injury of multiple intra-abdominal organs"
"S36","S36.8","Injury of other intra-abdominal organs"
"S36","S36.9","Injury of unspecified intra-abdominal organ"
"S37","S37.0","Injury of kidney"
"S37","S37.1","Injury of ureter"
"S37","S37.2","Injury of bladder"
"S37","S37.3","Injury of urethra"
"S37","S37.4","Injury of ovary"
"S37","S37.5","Injury of fallopian tube"
"S37","S37.6","Injury of uterus"
"S37","S37.7","Injury of multiple pelvic organs"
"S37","S37.8","Injury of other pelvic organs"
"S37","S37.9","Injury of unspecified pelvic organ"
"S38","S38.0","Crushing injury of external genital organs"
"S38","S38.1","Crushing injury of other and unspecified parts of abdomen, lower back and pelvis"
"S38","S38.2","Traumatic amputation of external genital organs"
"S38","S38.3","Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis"
"S39","S39.0","Injury of muscle and tendon of abdomen, lower back and pelvis"
"S39","S39.6","Injury of intra-abdominal organ(s) with pelvic organ(s)"
"S39","S39.7","Other multiple injuries of abdomen, lower back and pelvis"
"S39","S39.8","Other specified injuries of abdomen, lower back and pelvis"
"S39","S39.9","Unspecified injury of abdomen, lower back and pelvis"
"S40","S40.0","Contusion of shoulder and upper arm"
"S40","S40.7","Multiple superficial injuries of shoulder and upper arm"
"S40","S40.8","Other superficial injuries of shoulder and upper arm"
"S40","S40.9","Superficial injury of shoulder and upper arm, unspecified"
"S41","S41.0","Open wound of shoulder"
"S41","S41.1","Open wound of upper arm"
"S41","S41.7","Multiple open wounds of shoulder and upper arm"
"S41","S41.8","Open wound of other and unspecified parts of shoulder girdle"
"S42","S42.0","Fracture of clavicle"
"S42","S42.1","Fracture of scapula"
"S42","S42.2","Fracture of upper end of humerus"
"S42","S42.3","Fracture of shaft of humerus"
"S42","S42.4","Fracture of lower end of humerus"
"S42","S42.7","Multiple fractures of clavicle, scapula and humerus"
"S42","S42.8","Fracture of other parts of shoulder and upper arm"
"S42","S42.9","Fracture of shoulder girdle, part unspecified"
"S43","S43.0","Dislocation of shoulder joint"
"S43","S43.1","Dislocation of acromioclavicular joint"
"S43","S43.2","Dislocation of sternoclavicular joint"
"S43","S43.3","Dislocation of other and unspecified parts of shoulder girdle"
"S43","S43.4","Sprain and strain of shoulder joint"
"S43","S43.5","Sprain and strain of acromioclavicular joint"
"S43","S43.6","Sprain and strain of sternoclavicular joint"
"S43","S43.7","Sprain and strain of other and unspecified parts of shoulder girdle"
